Código,Descrição,Nível 0,Nivel 1,Nível 2,Nível 3,Nivel 4
102050101,Despesas Pré-Operacionais Ou Pré-Industriais,,Não Circulante,Diferido,Diferido,Despesas Pré-Operacionais Ou Pré-Industriais
102050102,Despesas Com Pesquisas Científicas Ou Tecnológicas,,Não Circulante,Diferido,Diferido,Despesas Com Pesquisas Científicas Ou Tecnológicas
102050103,Demais Aplicações Em Despesas Amortizáveis,,Não Circulante,Diferido,Diferido,Demais Aplicações Em Despesas Amortizáveis
1020502,( - ) Amortização Do Diferido,,Não Circulante,Diferido,( - ) Amortização Do Diferido,Demais Aplicações Em Despesas Amortizáveis
102050201,( - ) Amortização Do Diferido,,Não Circulante,Diferido,( - ) Amortização Do Diferido,( - ) Amortização Do Diferido
10206,Contas De Compensações Ativas,,Não Circulante,Contas De Compensações Ativas,( - ) Amortização Do Diferido,( - ) Amortização Do Diferido
1020601,Contas De Compensações Ativas,,Não Circulante,Contas De Compensações Ativas,Contas De Compensações Ativas,( - ) Amortização Do Diferido
102060101,Bens Recebidos Em Comodato,,Não Circulante,Contas De Compensações Ativas,Contas De Compensações Ativas,Bens Recebidos Em Comodato
100000000000000,Ativo,Ativo,Não Circulante,Contas De Compensações Ativas,Contas De Compensações Ativas,Bens Recebidos Em Comodato
201,Circulante,Ativo,Circulante,Contas De Compensações Ativas,Contas De Compensações Ativas,Bens Recebidos Em Comodato
20102,Contas De Compensações Passivas,Ativo,Circulante,Contas De Compensações Passivas,Creditos De Pessoa Ligadas,Prospera
2010201,Contas De Compensações Passivas,Ativo,Circulante,Contas De Compensações Passivas,Contas De Compensações Passivas,Prospera
201020101,Bens Recebidos Em Comodato A Devolver,Ativo,Circulante,Contas De Compensações Passivas,Contas De Compensações Passivas,Bens Recebidos Em Comodato A Devolver
202,Não-Circulante,Ativo,Não-Circulante,Contas De Compensações Passivas,Contas De Compensações Passivas,Bens Recebidos Em Comodato A Devolver
20201,Obrigações A Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Contas De Compensações Passivas,Bens Recebidos Em Comodato A Devolver
2020101,Fornecedores A Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Fornecedores A Longo Prazo,Bens Recebidos Em Comodato A Devolver
202010101,Fornecedores A Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Fornecedores A Longo Prazo,Fornecedores A Longo Prazo
2020102,Financiamentos A Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Financiamentos A Longo Prazo,Fornecedores A Longo Prazo
202010201,Financiamentos A Longo Prazo - Sistema Financeiro Nacional,Ativo,Não-Circulante,Obrigações A Longo Prazo,Financiamentos A Longo Prazo,Financiamentos A Longo Prazo - Sistema Financeiro Nacional
202010202,Financiamentos A Longo Prazo - Exterior,Ativo,Não-Circulante,Obrigações A Longo Prazo,Financiamentos A Longo Prazo,Financiamentos A Longo Prazo - Exterior
202010203,Financiamentos A Longo Prazo - Outros,Ativo,Não-Circulante,Obrigações A Longo Prazo,Financiamentos A Longo Prazo,Financiamentos A Longo Prazo - Outros
202010204,Arrendamento Mercantil (Financeiro) A Longo Prazo - Sistema Financeiro Nacional,Ativo,Não-Circulante,Obrigações A Longo Prazo,Financiamentos A Longo Prazo,Arrendamento Mercantil (Financeiro) A Longo Prazo - Sistema Financeiro Nacional
202010205,Arrendamento Mercantil (Financeiro) A Longo Prazo - Exterior,Ativo,Não-Circulante,Obrigações A Longo Prazo,Financiamentos A Longo Prazo,Arrendamento Mercantil (Financeiro) A Longo Prazo - Exterior
2020103,Leasing A Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Leasing A Longo Prazo,Arrendamento Mercantil (Financeiro) A Longo Prazo - Exterior
202010301,Leasing A Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Leasing A Longo Prazo,Leasing A Longo Prazo
2020104,Impostos Longo Prazo,Ativo,Não-Circulante,Obrigações A Longo Prazo,Impostos Longo Prazo,Leasing A Longo Prazo
202010401,Impostos - Parcelamento,Ativo,Não-Circulante,Obrigações A Longo Prazo,Impostos Longo Prazo,Impostos - Parcelamento
2020105,Débitos Fiscais,Ativo,Não-Circulante,Obrigações A Longo Prazo,Débitos Fiscais,Impostos - Parcelamento
202010501,Débitos Fiscais Csll - Diferenças Temporárias,Ativo,Não-Circulante,Obrigações A Longo Prazo,Débitos Fiscais,Débitos Fiscais Csll - Diferenças Temporárias
202010502,Débitos Fiscais Irpj - Diferenças Temporárias,Ativo,Não-Circulante,Obrigações A Longo Prazo,Débitos Fiscais,Débitos Fiscais Irpj - Diferenças Temporárias
2020106,Creditos De Pessoa Ligadas,Ativo,Não-Circulante,Obrigações A Longo Prazo,Creditos De Pessoa Ligadas,Débitos Fiscais Irpj - Diferenças Temporárias
202010601,Investimento Para Conversão Futura Em Participação Societária,Ativo,Não-Circulante,Obrigações A Longo Prazo,Creditos De Pessoa Ligadas,Investimento Para Conversão Futura Em Participação Societária
2020107,Arrendamento Mercantil Lp,Ativo,Não-Circulante,Obrigações A Longo Prazo,Arrendamento Mercantil Lp,Investimento Para Conversão Futura Em Participação Societária
202010701,Arrendamentos Cpc 06 A Pagar Lp,Ativo,Não-Circulante,Obrigações A Longo Prazo,Arrendamento Mercantil Lp,Arrendamentos Cpc 06 A Pagar Lp
202010702,Juros Sobre Arrendamentos Cpc A Pagar Lp,Ativo,Não-Circulante,Obrigações A Longo Prazo,Arrendamento Mercantil Lp,Juros Sobre Arrendamentos Cpc A Pagar Lp
2020108,Provisoes A Pagar Lp,Ativo,Não-Circulante,Obrigações A Longo Prazo,Provisoes A Pagar Lp,Juros Sobre Arrendamentos Cpc A Pagar Lp
202010801,Contrato De Preferencia - Usina,Ativo,Não-Circulante,Obrigações A Longo Prazo,Provisoes A Pagar Lp,Contrato De Preferencia - Usina
2020109,"Controladora, Controladas E Coligadas",Ativo,Não-Circulante,Obrigações A Longo Prazo,"Controladora, Controladas E Coligadas",Contrato De Preferencia - Usina
202010901,Sunon Solar Energia,Ativo,Não-Circulante,Obrigações A Longo Prazo,"Controladora, Controladas E Coligadas",Sunon Solar Energia
202010902,Sunon Retail,Ativo,Não-Circulante,Obrigações A Longo Prazo,"Controladora, Controladas E Coligadas",Sunon Retail
20202,Receitas Diferidas,Ativo,Não-Circulante,Receitas Diferidas,"Controladora, Controladas E Coligadas",Sunon Retail
2020201,Receitas Diferidas,Ativo,Não-Circulante,Receitas Diferidas,Receitas Diferidas,Sunon Retail
202020101,Receitas Diferidas,Ativo,Não-Circulante,Receitas Diferidas,Receitas Diferidas,Receitas Diferidas
2020202,( - ) Custos Correspondentes Às Receitas Diferidas,Ativo,Não-Circulante,Receitas Diferidas,( - ) Custos Correspondentes Às Receitas Diferidas,Receitas Diferidas
202020201,( - ) Custos Correspondentes Às Receitas Diferidas,Ativo,Não-Circulante,Receitas Diferidas,( - ) Custos Correspondentes Às Receitas Diferidas,( - ) Custos Correspondentes Às Receitas Diferidas
203,Patrimônio Líquido,Ativo,Patrimônio Líquido,Receitas Diferidas,( - ) Custos Correspondentes Às Receitas Diferidas,( - ) Custos Correspondentes Às Receitas Diferidas
20301,Capital Realizado,Ativo,Patrimônio Líquido,Capital Realizado,( - ) Custos Correspondentes Às Receitas Diferidas,( - ) Custos Correspondentes Às Receitas Diferidas
2030101,Capital Subscrito,Ativo,Patrimônio Líquido,Capital Realizado,Capital Subscrito,( - ) Custos Correspondentes Às Receitas Diferidas
203010101,Capital Subscrito De Domiciliados E Residentes No País,Ativo,Patrimônio Líquido,Capital Realizado,Capital Subscrito,Capital Subscrito De Domiciliados E Residentes No País
203010102,Capital Subscrito De Domiciliados E Residentes No Exterior,Ativo,Patrimônio Líquido,Capital Realizado,Capital Subscrito,Capital Subscrito De Domiciliados E Residentes No Exterior
2030102,( - ) Capital A Integralizar,Ativo,Patrimônio Líquido,Capital Realizado,( - ) Capital A Integralizar,Capital Subscrito De Domiciliados E Residentes No Exterior
203010201,( - ) Capital A Integralizar De Domiciliados E Residentes No País,Ativo,Patrimônio Líquido,Capital Realizado,( - ) Capital A Integralizar,( - ) Capital A Integralizar De Domiciliados E Residentes No País
203010202,( - ) Capital A Integralizar De Domiciliados E Residentes No Exterior,Ativo,Patrimônio Líquido,Capital Realizado,( - ) Capital A Integralizar,( - ) Capital A Integralizar De Domiciliados E Residentes No Exterior
20302,Reservas,Ativo,Patrimônio Líquido,Reservas,( - ) Capital A Integralizar,( - ) Capital A Integralizar De Domiciliados E Residentes No Exterior
2030201,Reservas De Capital,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,( - ) Capital A Integralizar De Domiciliados E Residentes No Exterior
203020101,Reservas De Reavaliação,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,Reservas De Reavaliação
203020102,Reservas De Lucros,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,Reservas De Lucros
203020103,Reservas De Lucros - Doações E Subvenções Para Investimentos,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,Reservas De Lucros - Doações E Subvenções Para Investimentos
203020104,Reservas De Lucros - Prêmio Na Emissão De Debêntures,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,Reservas De Lucros - Prêmio Na Emissão De Debêntures
203020105,Reserva Para Aumento De Capital,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,Reserva Para Aumento De Capital
203020106,Outras Reservas,Ativo,Patrimônio Líquido,Reservas,Reservas De Capital,Outras Reservas
20303,Ajustes De Avaliação Patrimonial,Ativo,Patrimônio Líquido,Ajustes De Avaliação Patrimonial,Reservas De Capital,Outras Reservas
2030301,Ajustes De Avaliação Patrimonial,Ativo,Patrimônio Líquido,Ajustes De Avaliação Patrimonial,Ajustes De Avaliação Patrimonial,Outras Reservas
203030101,Ajustes Às Normas Internacionais De Contabilidade,Ativo,Patrimônio Líquido,Ajustes De Avaliação Patrimonial,Ajustes De Avaliação Patrimonial,Ajustes Às Normas Internacionais De Contabilidade
203030102,( - ) Ajustes Às Normas Internacionais De Contabilidade,Ativo,Patrimônio Líquido,Ajustes De Avaliação Patrimonial,Ajustes De Avaliação Patrimonial,( - ) Ajustes Às Normas Internacionais De Contabilidade
20304,Outras Contas,Ativo,Patrimônio Líquido,Outras Contas,Ajustes De Avaliação Patrimonial,( - ) Ajustes Às Normas Internacionais De Contabilidade
2030401,Outras Contas,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,( - ) Ajustes Às Normas Internacionais De Contabilidade
203040101,Lucros Acumulados E/Ou Saldo À Disposição Da Assembléia,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,Lucros Acumulados E/Ou Saldo À Disposição Da Assembléia
203040102,( - ) Prejuízos Acumulados,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,( - ) Prejuízos Acumulados
203040103,( - ) Ações Em Tesouraria,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,( - ) Ações Em Tesouraria
203040104,Afac,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,Afac
203040105,Resultado Do Exercício,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,Resultado Do Exercício
203040106,Outros Créditos,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,Outros Créditos
203040107,( - ) Cotas Em Tesouraria,Ativo,Patrimônio Líquido,Outras Contas,Outras Contas,( - ) Cotas Em Tesouraria
204,Patrimônio Social,Ativo,Patrimônio Social,Outras Contas,Outras Contas,( - ) Cotas Em Tesouraria
20401,Fundo Patrimonial,Ativo,Patrimônio Social,Fundo Patrimonial,Outras Contas,( - ) Cotas Em Tesouraria
2040101,Fundo Patrimonial,Ativo,Patrimônio Social,Fundo Patrimonial,Fundo Patrimonial,( - ) Cotas Em Tesouraria
204010101,Fundo Patrimonial,Ativo,Patrimônio Social,Fundo Patrimonial,Fundo Patrimonial,Fundo Patrimonial
20402,Reservas,Ativo,Patrimônio Social,Reservas,Fundo Patrimonial,Fundo Patrimonial
2040201,Reservas,Ativo,Patrimônio Social,Reservas,Reservas,Fundo Patrimonial
204020101,Reservas Patrimoniais,Ativo,Patrimônio Social,Reservas,Reservas,Reservas Patrimoniais
204020102,Reservas Estatutárias,Ativo,Patrimônio Social,Reservas,Reservas,Reservas Estatutárias
20403,Outras Contas,Ativo,Patrimônio Social,Outras Contas,Reservas,Reservas Estatutárias
2040301,Outras Contas,Ativo,Patrimônio Social,Outras Contas,Outras Contas,Reservas Estatutárias
204030101,Superávits Acumulados,Ativo,Patrimônio Social,Outras Contas,Outras Contas,Superávits Acumulados
204030102,Déficits Acumulados,Ativo,Patrimônio Social,Outras Contas,Outras Contas,Déficits Acumulados
20101,Obrigações De Curto Prazo,Ativo,Circulante,Obrigações De Curto Prazo,Contas De Compensações Ativas,Bens Recebidos Em Comodato
2010101,Fornecedores,Ativo,Circulante,Obrigações De Curto Prazo,Fornecedores,Bens Recebidos Em Comodato
201010101,Fornecedores Nacionais,Ativo,Circulante,Obrigações De Curto Prazo,Fornecedores,Fornecedores Nacionais
201010102,Fornecedores Estrangeiros,Ativo,Circulante,Obrigações De Curto Prazo,Fornecedores,Fornecedores Estrangeiros
2010102,Adiantamentos De Clientes,Ativo,Circulante,Obrigações De Curto Prazo,Adiantamentos De Clientes,Fornecedores Estrangeiros
201010201,Adiantamentos De Clientes,Ativo,Circulante,Obrigações De Curto Prazo,Adiantamentos De Clientes,Adiantamentos De Clientes
201010202,Adiantamentos Vale Energia,Ativo,Circulante,Obrigações De Curto Prazo,Adiantamentos De Clientes,Adiantamentos Vale Energia
2010103,Emprestimo Financiamentos A Curto Prazo,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Adiantamentos Vale Energia
201010301,Financiamentos A Curto Prazo - Sistema Financeiro Nacional,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Financiamentos A Curto Prazo - Sistema Financeiro Nacional
201010302,Financiamentos A Curto Prazo - Exterior,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Financiamentos A Curto Prazo - Exterior
201010303,Financiamentos A Curto Prazo - Outros,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Financiamentos A Curto Prazo - Outros
201010304,Arrendamento Mercantil (Financeiro) A Curto Prazo - Sistema Financeiro Nacional,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Arrendamento Mercantil (Financeiro) A Curto Prazo - Sistema Financeiro Nacional
201010305,Arrendamento Mercantil (Financeiro) A Curto Prazo - Exterior,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Arrendamento Mercantil (Financeiro) A Curto Prazo - Exterior
201010306,Empréstimos A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Empréstimos A Pagar
201010307,Juros Sobre Empréstimos,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Juros Sobre Empréstimos
201010308,Comissão Sobre Emprestimos,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Comissão Sobre Emprestimos
201010309,Irrf Sobre Juros De Empréstimos,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Irrf Sobre Juros De Empréstimos
201010310,Juros Sobre Empréstimo - Fin,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Juros Sobre Empréstimo - Fin
201010312,Derivativos De Hedge/Operações De Swap,Ativo,Circulante,Obrigações De Curto Prazo,Emprestimo Financiamentos A Curto Prazo,Derivativos De Hedge/Operações De Swap
2010104,Arrendamento Mercantil Cp,Ativo,Circulante,Obrigações De Curto Prazo,Arrendamento Mercantil Cp,Derivativos De Hedge/Operações De Swap
201010401,Arrendamentos Cpc 06 A Pagar Cp,Ativo,Circulante,Obrigações De Curto Prazo,Arrendamento Mercantil Cp,Arrendamentos Cpc 06 A Pagar Cp
201010402,Juros Sobre Arrendamentos Cpc A Pagar Cp,Ativo,Circulante,Obrigações De Curto Prazo,Arrendamento Mercantil Cp,Juros Sobre Arrendamentos Cpc A Pagar Cp
2010105,"Impostos, Taxas E Contribuições A Recolher",Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Juros Sobre Arrendamentos Cpc A Pagar Cp
201010501,Icms E Contribuições A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Icms E Contribuições A Recolher
201010502,Ipi A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Ipi A Recolher
201010503,Pis A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Pis A Recolher
201010504,Cofins A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Cofins A Recolher
201010505,Csll A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Csll A Recolher
201010506,Irpj A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Irpj A Recolher
201010507,Iss A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Iss A Recolher
201010508,Taxas Municipais,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Taxas Municipais
201010509,Contribuições Federais Retidas,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Contribuições Federais Retidas
201010551,Icms E Contribuições A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Icms E Contribuições A Pagar
201010552,Ipi A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Ipi A Pagar
201010553,Pis A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Pis A Pagar
201010554,Cofins A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Cofins A Pagar
201010555,Csll A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Csll A Pagar
201010556,Irpj A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Irpj A Pagar
201010557,Iss A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Iss A Pagar
201010558,Taxas Municipais A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Taxas Municipais A Pagar
201010559,Contribuições A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Contribuições A Pagar
201010560,Outros Impostos E Contribuições A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Outros Impostos E Contribuições A Pagar
201010598,Provisão De Imposto A Recolher Sobre Receita,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Provisão De Imposto A Recolher Sobre Receita
201010599,Outros Impostos E Contribuições A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,"Impostos, Taxas E Contribuições A Recolher",Outros Impostos E Contribuições A Recolher
2010106,Impostos Retidos A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Outros Impostos E Contribuições A Recolher
201010601,Contribuição Assistencial - Empregados,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Contribuição Assistencial - Empregados
201010602,Contribuição Sindical - Empregados,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Contribuição Sindical - Empregados
201010603,Contribuições Federais Retidas,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Contribuições Federais Retidas
201010604,Inss Retido,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Inss Retido
201010605,Irrf Sobre Aluguel,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Irrf Sobre Aluguel
201010606,Irrf Sobre Folha De Pagamento,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Irrf Sobre Folha De Pagamento
201010607,Irrf Sobre Nota Fiscal,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Irrf Sobre Nota Fiscal
201010608,Iss Retido,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Iss Retido
201010651,Contribuição Assistencial A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Contribuição Assistencial A Pagar
201010652,Contribuição Sindical A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Contribuição Sindical A Pagar
201010653,Contribuições Federais Retidas A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Contribuições Federais Retidas A Pagar
201010654,Inss Retido A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Inss Retido A Pagar
201010655,Irrf Sobre Aluguel A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Irrf Sobre Aluguel A Pagar
201010656,Irrf Sobre Folha De Pagamento A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Irrf Sobre Folha De Pagamento A Pagar
201010657,Irrf Sobre Nota Fiscal A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Irrf Sobre Nota Fiscal A Pagar
201010658,Iss Retido A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Iss Retido A Pagar
201010659,Transitória Impostos Retidos,Ativo,Circulante,Obrigações De Curto Prazo,Impostos Retidos A Recolher,Transitória Impostos Retidos
2010107,Encargos Sociais A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Transitória Impostos Retidos
201010701,Fgts A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Fgts A Recolher
201010702,Contribuições Previdenciárias A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Contribuições Previdenciárias A Recolher
201010703,Contribuição Sindical A Recolher,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Contribuição Sindical A Recolher
201010751,Fgts A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Fgts A Pagar
201010752,Contribuições Previdenciárias A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Contribuições Previdenciárias A Pagar
201010753,Contribuição Sindical A Pagar,Ativo,Circulante,Obrigações De Curto Prazo,Encargos Sociais A Recolher,Contribuição Sindical A Pagar
